Time(s)	V(m/s)	xb(m)	xt(m)
289.100	12.622	0.779	0.289
289.110	12.646	0.778	0.290
289.120	12.663	0.777	0.292
289.130	12.674	0.777	0.293
289.140	12.676	0.776	0.295
289.150	12.669	0.775	0.297
289.160	12.653	0.774	0.298
289.170	12.628	0.773	0.300
289.180	12.596	0.772	0.302
289.190	12.558	0.772	0.304
289.200	12.517	0.771	0.305
289.210	12.475	0.770	0.307
289.220	12.437	0.769	0.309
289.230	12.404	0.769	0.311
289.240	12.379	0.768	0.313
289.250	12.364	0.767	0.315
289.260	12.360	0.766	0.317
289.270	12.366	0.765	0.319
289.280	12.381	0.764	0.321
289.290	12.404	0.763	0.323
289.300	12.432	0.763	0.325
289.310	12.462	0.762	0.327
289.320	12.492	0.761	0.329
289.330	12.519	0.760	0.331
289.340	12.542	0.759	0.333
289.350	12.558	0.758	0.335
289.360	12.567	0.757	0.338
289.370	12.571	0.757	0.340
289.380	12.569	0.756	0.342
289.390	12.564	0.755	0.344
289.400	12.558	0.754	0.346
289.410	12.551	0.754	0.349
289.420	12.546	0.753	0.351
289.430	12.544	0.752	0.353
289.440	12.545	0.752	0.355
289.450	12.548	0.751	0.358
289.460	12.553	0.751	0.360
289.470	12.557	0.750	0.362
289.480	12.559	0.750	0.364
289.490	12.556	0.750	0.367
289.500	12.547	0.749	0.369
289.510	12.529	0.749	0.371
289.520	12.502	0.749	0.374
289.530	12.466	0.749	0.376
289.540	12.422	0.748	0.378
289.550	12.371	0.748	0.381
289.560	12.316	0.748	0.383
289.570	12.259	0.748	0.385
289.580	12.204	0.748	0.388
289.590	12.154	0.747	0.390
289.600	12.110	0.747	0.392
289.610	12.075	0.747	0.395
289.620	12.049	0.747	0.397
289.630	12.032	0.746	0.399
289.640	12.026	0.746	0.402
289.650	12.027	0.745	0.404
289.660	12.035	0.745	0.406
289.670	12.048	0.745	0.409
289.680	12.064	0.744	0.411
289.690	12.081	0.744	0.413
289.700	12.100	0.743	0.416
289.710	12.118	0.742	0.418
289.720	12.135	0.742	0.420
289.730	12.152	0.741	0.422
289.740	12.169	0.741	0.425
289.750	12.186	0.740	0.427
289.760	12.202	0.740	0.429
289.770	12.218	0.739	0.431
289.780	12.234	0.739	0.434
289.790	12.248	0.738	0.436
289.800	12.258	0.738	0.438
